user_id,employee_name,email,role,functional_unit,department,team,start_date,end_date
RVR0095,Rama Veda Reyes,Rama.Veda.Reyes@dtaa.com,ChiefEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,4 - MaterialsEngineering,2009-12-01,2011-06-01
FKR3316,Ferris Kaden Rowe,Ferris.Kaden.Rowe@dtaa.com,StockroomClerk,6 - Manufacturing_Government,3 - Assembly,9 - Stockroom,2009-12-01,2011-06-01
KCM1893,Kalia Chava Mendez,Kalia.Chava.Mendez@dtaa.com,MechanicalEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,16 - TestAndEvalualtion,2009-12-01,2011-06-01
HJG2157,Hu Judah Gregory,Hu.Judah.Gregory@dtaa.com,StockroomClerk,5 - Manufacturing_Commercial,3 - Assembly,5 - Stockroom,2009-12-01,2011-06-01
KSD1646,Kiara Stephanie Delgado,Kiara.Stephanie.Delgado@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,2 - RegionalSales,2009-12-01,2011-06-01
IWW3319,Idona Willow Whitfield,Idona.Willow.Whitfield@dtaa.com,StockroomClerk,6 - Manufacturing_Government,3 - Assembly,9 - Stockroom,2009-12-01,2010-08-01
BYS3626,Bradley Yuli Sherman,Bradley.Yuli.Sherman@dtaa.com,StockroomClerk,5 - Manufacturing_Commercial,3 - Assembly,11 - Stockroom,2009-12-01,2011-06-01
GFP2144,Giacomo Fuller Petty,Giacomo.Fuller.Petty@dtaa.com,ElectricalEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,16 - TestAndEvalualtion,2009-12-01,2011-06-01
GCB0201,Gregory Ciaran Brown,Gregory.Ciaran.Brown@dtaa.com,Technician,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,6 - TestAndEvalualtion,2009-12-01,2011-06-01
EAH3107,Erica Abra Holder,Erica.Abra.Holder@dtaa.com,SystemsEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,24 - SystemsEngineering,2009-12-01,2011-06-01
HKM3016,Hedy Kristen Mcfadden,Hedy.Kristen.Mcfadden@dtaa.com,FieldServiceEngineer,9 - SalesAndMarketing_Government,3 - FieldService,5 - RegionalFieldService,2009-12-01,2011-06-01
LRF1572,Lisandra Ramona Foreman,Lisandra.Ramona.Foreman@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,4 - AssemblyDept,2009-12-01,2010-06-01
SAD3259,Solomon Armand Dodson,Solomon.Armand.Dodson@dtaa.com,StockroomClerk,5 - Manufacturing_Commercial,3 - Assembly,9 - Stockroom,2009-12-01,2011-06-01
VAS3984,Vielka Adara Savage,Vielka.Adara.Savage@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,14 - AssemblyDept,2009-12-01,2011-03-01
XCB1390,Xena Camilla Brown,Xena.Camilla.Brown@dtaa.com,ComputerProgrammer,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,7 - WebSoftware,2009-12-01,2011-06-01
CAR0992,Carl Alfonso Roman,Carl.Alfonso.Roman@dtaa.com,Manager,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,6 - EmbeddedSoftware,2009-12-01,2011-06-01
DGS1079,Darius Gareth Stewart,Darius.Gareth.Stewart@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,5 - DesktopSoftware,2009-12-01,2011-06-01
HJB0286,Hamilton Jonathan Beck,Hamilton.Jonathan.Beck@dtaa.com,Manager,5 - Manufacturing_Commercial,4 - QualityControl,,2009-12-01,2011-06-01
DRN0782,Dennis Richard Norman,Dennis.Richard.Norman@dtaa.com,MechanicalEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,2 - MechanicalEngineering,2009-12-01,2011-06-01
BDR0510,Brielle Desiree Ramirez,Brielle.Desiree.Ramirez@dtaa.com,ComputerProgrammer,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,4 - WebSoftware,2009-12-01,2011-06-01
MAH0438,Mollie Audrey Hickman,Mollie.Audrey.Hickman@dtaa.com,AdministrativeAssistant,10 - PurchasingAndContracts,2 - Pricing,,2009-12-01,2011-06-01
MSM3264,Mechelle Stephanie Morse,Mechelle.Stephanie.Morse@dtaa.com,StockroomClerk,5 - Manufacturing_Commercial,3 - Assembly,9 - Stockroom,2009-12-01,2011-06-01
MVB3343,May Velma Baker,May.Velma.Baker@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,10 - AssemblyDept,2009-12-01,2011-06-01
DSM1286,Daphne Sloane Mckee,Daphne.Sloane.Mckee@dtaa.com,ElectricalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,8 - ElectricalEngineering,2009-12-01,2011-06-01
CAC1777,Clayton Amal Cline,Clayton.Amal.Cline@dtaa.com,ITAdmin,1 - Adminstration,5 - Security,6 - ElectronicSecurity,2009-12-01,2011-06-01
WSM2798,Wyoming Sierra Mays,Wyoming.Sierra.Mays@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,8 - AssemblyDept,2009-12-01,2011-06-01
BWJ0136,Beck Wallace Johnson,Beck.Wallace.Johnson@dtaa.com,ProjectManager,3 - ResearchAndEngineering_Government_Domestic,1 - ProjectManagement,,2009-12-01,2011-06-01
LTW1441,Liberty Tallulah Washington,Liberty.Tallulah.Washington@dtaa.com,MaterialsEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,9 - MaterialsEngineering,2009-12-01,2011-04-01
DAM3691,Dana Avye Molina,Dana.Avye.Molina@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,12 - AssemblyDept,2009-12-01,2011-06-01
ALC1060,Ava Libby Carter,Ava.Libby.Carter@dtaa.com,ITAdmin,1 - Adminstration,5 - Security,4 - ElectronicSecurity,2009-12-01,2011-06-01
AJM0345,April Jena Morrison,April.Jena.Morrison@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,2 - AssemblyDept,2009-12-01,2011-06-01
SJS1014,Sloane Jael Small,Sloane.Jael.Small@dtaa.com,ChiefEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,9 - MaterialsEngineering,2009-12-01,2011-06-01
KJS0119,Kenneth Jerry Serrano,Kenneth.Jerry.Serrano@dtaa.com,ComputerScientist,2 - ResearchAndEngineering_Commercial,4 - Engineering,5 - SystemsEngineering,2009-12-01,2011-06-01
FDF2135,Felix Dustin Fletcher,Felix.Dustin.Fletcher@dtaa.com,ElectricalEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,16 - TestAndEvalualtion,2009-12-01,2010-05-01
EZB3892,Emmanuel Zeus Barlow,Emmanuel.Zeus.Barlow@dtaa.com,Physicist,3 - ResearchAndEngineering_Government_Domestic,2 - Research,7 - Lab,2009-12-01,2011-06-01
KCM2495,Kaden Conan Michael,Kaden.Conan.Michael@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,18 - ElectricalEngineering,2009-12-01,2011-06-01
DJF2576,Dalton Jarrod Ferguson,Dalton.Jarrod.Ferguson@dtaa.com,SoftwareDeveloper,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,10 - WebSoftware,2009-12-01,2011-06-01
RMP3510,Rhonda Marcia Park,Rhonda.Marcia.Park@dtaa.com,Scientist,2 - ResearchAndEngineering_Commercial,2 - Research,6 - Lab,2009-12-01,2011-01-01
CED2356,Clinton Erasmus Dillon,Clinton.Erasmus.Dillon@dtaa.com,Technician,9 - SalesAndMarketing_Government,3 - FieldService,3 - RegionalFieldService,2009-12-01,2011-01-01
MCM2189,Melodie Cassandra Mckay,Melodie.Cassandra.Mckay@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,6 - AssemblyDept,2009-12-01,2011-06-01
DER0400,Daria Emma Ramos,Daria.Emma.Ramos@dtaa.com,Director,9 - SalesAndMarketing_Government,2 - Sales,,2009-12-01,2011-06-01
AJB1380,Audra Jayme Bass,Audra.Jayme.Bass@dtaa.com,ElectricalEngineer,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,6 - EmbeddedSoftware,2009-12-01,2011-06-01
NJM3961,Norman Jonathan Morin,Norman.Jonathan.Morin@dtaa.com,StockroomClerk,6 - Manufacturing_Government,3 - Assembly,13 - Stockroom,2009-12-01,2011-06-01
LGS1976,Lara Glenna Sexton,Lara.Glenna.Sexton@dtaa.com,ElectricalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,13 - ElectricalEngineering,2009-12-01,2011-06-01
CIG3191,Colorado Isaac Gilbert,Colorado.Isaac.Gilbert@dtaa.com,Mathematician,4 - ResearchAndEngineering_Government_Foreign,2 - Research,5 - Lab,2009-12-01,2011-06-01
TAJ0193,Tiger Allistair Jacobson,Tiger.Allistair.Jacobson@dtaa.com,MaterialsEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,4 - MaterialsEngineering,2009-12-01,2011-06-01
YDE3069,Yasir Declan Edwards,Yasir.Declan.Edwards@dtaa.com,Scientist,2 - ResearchAndEngineering_Commercial,2 - Research,5 - Lab,2009-12-01,2011-06-01
ALS2596,Amanda Liberty Summers,Amanda.Liberty.Summers@dtaa.com,MechanicalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,17 - MechanicalEngineering,2009-12-01,2011-06-01
XBW2502,Xerxes Bianca Wolf,Xerxes.Bianca.Wolf@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,18 - ElectricalEngineering,2009-12-01,2011-06-01
DMS3400,Deanna Myra Savage,Deanna.Myra.Savage@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,5 - RegionalFieldService,2009-12-01,2011-06-01
DRD0097,Donna Renee Dejesus,Donna.Renee.Dejesus@dtaa.com,ChiefEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,6 - TestAndEvalualtion,2009-12-01,2011-06-01
MPS2849,Mia Priscilla Spencer,Mia.Priscilla.Spencer@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,8 - AssemblyDept,2009-12-01,2011-06-01
IIW0399,Ian Ira Whitehead,Ian.Ira.Whitehead@dtaa.com,Director,9 - SalesAndMarketing_Government,1 - MarketAnalysis,,2009-12-01,2011-06-01
KCW2117,Kadeem Colin Warner,Kadeem.Colin.Warner@dtaa.com,HardwareEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,15 - SystemsEngineering,2009-12-01,2011-06-01
RCH3533,Russell Carl Harrington,Russell.Carl.Harrington@dtaa.com,HardwareEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,25 - SystemsEngineering,2009-12-01,2011-06-01
MPB2578,Mohammad Prescott Blankenship,Mohammad.Prescott.Blankenship@dtaa.com,SoftwareDeveloper,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,10 - WebSoftware,2009-12-01,2011-06-01
ICH1478,Ivana Cameran Howe,Ivana.Cameran.Howe@dtaa.com,ElectricalEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,11 - TestAndEvalualtion,2009-12-01,2011-06-01
JTN2073,Jonas Theodore Nichols,Jonas.Theodore.Nichols@dtaa.com,MechanicalEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,12 - MechanicalEngineering,2009-12-01,2011-06-01
ODC0002,Odessa Darryl Curry,Odessa.Darryl.Curry@dtaa.com,AdministrativeAssistant,,,,2009-12-01,2011-06-01
DBW3679,Daniel Byron Wilkinson,Daniel.Byron.Wilkinson@dtaa.com,StockroomClerk,6 - Manufacturing_Government,3 - Assembly,11 - Stockroom,2009-12-01,2011-06-01
KPN3783,Karly Patience Nichols,Karly.Patience.Nichols@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,6 - RegionalSales,2009-12-01,2011-06-01
KBB0890,Karyn Beatrice Barr,Karyn.Beatrice.Barr@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,2 - AssemblyDept,2009-12-01,2011-06-01
IIF2584,Imelda Ivy Fletcher,Imelda.Ivy.Fletcher@dtaa.com,MechanicalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,17 - MechanicalEngineering,2009-12-01,2011-06-01
DAR0709,Demetrius Amir Reid,Demetrius.Amir.Reid@dtaa.com,MechanicalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,6 - TestAndEvalualtion,2009-12-01,2011-06-01
MNR1903,Maile Nichole Richards,Maile.Nichole.Richards@dtaa.com,Scientist,3 - ResearchAndEngineering_Government_Domestic,2 - Research,3 - Lab,2009-12-01,2011-06-01
LKG0937,Lydia Karyn Gonzales,Lydia.Karyn.Gonzales@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,1 - RegionalFieldService,2009-12-01,2011-06-01
JTV1040,John Theodore Velez,John.Theodore.Velez@dtaa.com,SecurityGuard,1 - Adminstration,5 - Security,3 - BuildingSecurity,2009-12-01,2011-06-01
DNM0275,Derek Noble Mason,Derek.Noble.Mason@dtaa.com,HardwareEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,5 - SystemsEngineering,2009-12-01,2011-06-01
DMH1232,Diana MacKensie Henson,Diana.MacKensie.Henson@dtaa.com,SoftwareEngineer,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,5 - DesktopSoftware,2009-12-01,2011-06-01
DKE0797,Deborah Kai Estes,Deborah.Kai.Estes@dtaa.com,ElectricalEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,3 - ElectricalEngineering,2009-12-01,2011-06-01
SSM3894,Sarah Sonya Maddox,Sarah.Sonya.Maddox@dtaa.com,Mathematician,4 - ResearchAndEngineering_Government_Foreign,2 - Research,7 - Lab,2009-12-01,2011-06-01
AEG1121,Andrew Emerson Golden,Andrew.Emerson.Golden@dtaa.com,ComputerProgrammer,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,7 - WebSoftware,2009-12-01,2011-03-01
SAM3855,Sawyer Alexander Miranda,Sawyer.Alexander.Miranda@dtaa.com,SecurityGuard,1 - Adminstration,5 - Security,12 - BuildingSecurity,2009-12-01,2011-06-01
CDW0986,Casey David Warner,Casey.David.Warner@dtaa.com,Technician,9 - SalesAndMarketing_Government,3 - FieldService,1 - RegionalFieldService,2009-12-01,2011-06-01
RJF3299,Roanna Jacqueline Fuller,Roanna.Jacqueline.Fuller@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,10 - AssemblyDept,2009-12-01,2011-06-01
IAM3078,Imogene Abigail Martinez,Imogene.Abigail.Martinez@dtaa.com,MechanicalEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,22 - MechanicalEngineering,2009-12-01,2011-06-01
GEH3406,Gannon Erich Henderson,Gannon.Erich.Henderson@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,5 - RegionalFieldService,2009-12-01,2011-06-01
TKN0812,Tana Kendall Newton,Tana.Kendall.Newton@dtaa.com,SystemsEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,5 - SystemsEngineering,2009-12-01,2010-09-01
OMB3507,Oprah Miriam Bell,Oprah.Miriam.Bell@dtaa.com,Physicist,2 - ResearchAndEngineering_Commercial,2 - Research,6 - Lab,2009-12-01,2011-06-01
JNM0905,John Nathan Morin,John.Nathan.Morin@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,2 - AssemblyDept,2009-12-01,2011-06-01
DMS1977,Desiree Mari Strong,Desiree.Mari.Strong@dtaa.com,ElectricalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,13 - ElectricalEngineering,2009-12-01,2011-03-01
TJP2817,Tanner Joseph Petersen,Tanner.Joseph.Petersen@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,8 - AssemblyDept,2009-12-01,2011-06-01
EJB1263,Eugenia Jaden Brady,Eugenia.Jaden.Brady@dtaa.com,WebDeveloper,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,7 - WebSoftware,2009-12-01,2011-06-01
VJB1928,Vanna Jaden Brennan,Vanna.Jaden.Brennan@dtaa.com,SoftwareDeveloper,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,8 - DesktopSoftware,2009-12-01,2011-06-01
TIE1175,Tatum Isabelle Elliott,Tatum.Isabelle.Elliott@dtaa.com,HardwareEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,10 - SystemsEngineering,2009-12-01,2011-06-01
SYF3607,Shelly Yeo French,Shelly.Yeo.French@dtaa.com,SystemsEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,25 - SystemsEngineering,2009-12-01,2011-06-01
EJH2799,Ethan Jack Hampton,Ethan.Jack.Hampton@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,8 - AssemblyDept,2009-12-01,2011-06-01
HAR3632,Hamilton Alec Rodriguez,Hamilton.Alec.Rodriguez@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,12 - AssemblyDept,2009-12-01,2011-06-01
EKB0825,Emerald Kelsey Bates,Emerald.Kelsey.Bates@dtaa.com,TestEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,6 - TestAndEvalualtion,2009-12-01,2011-06-01
JKG0944,Jonathan Knox Gibbs,Jonathan.Knox.Gibbs@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,1 - RegionalFieldService,2009-12-01,2011-06-01
SSO2406,Sopoline Sydney Oliver,Sopoline.Sydney.Oliver@dtaa.com,NursePractitioner,1 - Adminstration,4 - Safety,4 - Medical,2009-12-01,2011-06-01
SFC2336,Sloane Francesca Campbell,Sloane.Francesca.Campbell@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,3 - RegionalSales,2009-12-01,2010-09-01
DSB0307,Deirdre Savannah Battle,Deirdre.Savannah.Battle@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,2 - AssemblyDept,2009-12-01,2011-06-01
GAH1760,Gabriel Allistair Hines,Gabriel.Allistair.Hines@dtaa.com,ITAdmin,1 - Adminstration,5 - Security,6 - ElectronicSecurity,2009-12-01,2011-06-01
XTB2372,Xaviera Tatiana Baldwin,Xaviera.Tatiana.Baldwin@dtaa.com,Technician,9 - SalesAndMarketing_Government,3 - FieldService,3 - RegionalFieldService,2009-12-01,2011-06-01
CHM1561,Charity Holly Mcclure,Charity.Holly.Mcclure@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,4 - AssemblyDept,2009-12-01,2011-06-01
MKH1959,Mariam Kelly Hays,Mariam.Kelly.Hays@dtaa.com,MechanicalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,12 - MechanicalEngineering,2009-12-01,2011-06-01
KZK2058,Kaseem Zahir Knox,Kaseem.Zahir.Knox@dtaa.com,ComputerProgrammer,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,9 - WebSoftware,2009-12-01,2011-06-01
HAP3738,Hayden Allen Pena,Hayden.Allen.Pena@dtaa.com,Salesman,8 - SalesAndMarketing_Commercial,2 - Sales,6 - RegionalSales,2009-12-01,2011-06-01
CHW2893,Callum Hashim Wise,Callum.Hashim.Wise@dtaa.com,Salesman,8 - SalesAndMarketing_Commercial,2 - Sales,4 - RegionalSales,2009-12-01,2011-06-01
JNS3342,Jacob Nicholas Stone,Jacob.Nicholas.Stone@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,10 - AssemblyDept,2009-12-01,2011-06-01
LNV0271,Lael Noel Valdez,Lael.Noel.Valdez@dtaa.com,MaterialsEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,4 - MaterialsEngineering,2009-12-01,2010-08-01
KCC3658,Kenneth Carl Cervantes,Kenneth.Carl.Cervantes@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,12 - AssemblyDept,2009-12-01,2011-06-01
HAF0394,Hayley Aimee Foley,Hayley.Aimee.Foley@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,1 - RegionalFieldService,2009-12-01,2011-06-01
PKB2732,Prescott Kyle Barber,Prescott.Kyle.Barber@dtaa.com,MaterialsEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,19 - MaterialsEngineering,2009-12-01,2011-06-01
MRW3143,Mona Raya Ware,Mona.Raya.Ware@dtaa.com,MechanicalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,22 - MechanicalEngineering,2009-12-01,2011-06-01
CJB3470,Cleo Jana Barker,Cleo.Jana.Barker@dtaa.com,Technician,9 - SalesAndMarketing_Government,3 - FieldService,5 - RegionalFieldService,2009-12-01,2011-06-01
SMN1103,September Mechelle Nash,September.Mechelle.Nash@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,6 - EmbeddedSoftware,2009-12-01,2011-06-01
AJH2110,Ariel Joy Harrell,Ariel.Joy.Harrell@dtaa.com,MaterialsEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,14 - MaterialsEngineering,2009-12-01,2011-06-01
PKR1145,Penelope Kelly Rowe,Penelope.Kelly.Rowe@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,8 - ElectricalEngineering,2009-12-01,2011-06-01
ERD1235,Eden Roary Day,Eden.Roary.Day@dtaa.com,SoftwareDeveloper,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,6 - EmbeddedSoftware,2009-12-01,2011-06-01
HZD0429,Harper Zachary Duncan,Harper.Zachary.Duncan@dtaa.com,AdministrativeAssistant,10 - PurchasingAndContracts,,,2009-12-01,2011-06-01
JCL0446,Josiah Colorado Lyons,Josiah.Colorado.Lyons@dtaa.com,NursePractitioner,1 - Adminstration,4 - Safety,1 - Medical,2009-12-01,2011-06-01
HNC0074,Hoyt Nicholas Cole,Hoyt.Nicholas.Cole@dtaa.com,AdministrativeAssistant,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,1 - SQA,2009-12-01,2011-06-01
KST0924,Kitra Susan Tanner,Kitra.Susan.Tanner@dtaa.com,Salesman,8 - SalesAndMarketing_Commercial,2 - Sales,1 - RegionalSales,2009-12-01,2011-06-01
KAC1774,Kaden Aubrey Craig,Kaden.Aubrey.Craig@dtaa.com,ITAdmin,1 - Adminstration,5 - Security,6 - ElectronicSecurity,2009-12-01,2011-06-01
WCP2123,Wesley Conan Puckett,Wesley.Conan.Puckett@dtaa.com,HardwareEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,15 - SystemsEngineering,2009-12-01,2011-06-01
DRH3557,Dieter Reece Hendrix,Dieter.Reece.Hendrix@dtaa.com,SystemsEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,25 - SystemsEngineering,2009-12-01,2011-06-01
BGS0751,Brendan Gavin Salas,Brendan.Gavin.Salas@dtaa.com,HardwareEngineer,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,3 - EmbeddedSoftware,2009-12-01,2011-06-01
KEM1208,Kay Elizabeth Mack,Kay.Elizabeth.Mack@dtaa.com,Scientist,3 - ResearchAndEngineering_Government_Domestic,2 - Research,2 - Lab,2009-12-01,2010-07-01
CAG1644,Charles Aaron Gonzalez,Charles.Aaron.Gonzalez@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,2 - RegionalSales,2009-12-01,2011-06-01
LNA2543,Lance Norman Alvarez,Lance.Norman.Alvarez@dtaa.com,TestEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,21 - TestAndEvalualtion,2009-12-01,2011-06-01
KOR1163,Kelly Oleg Randolph,Kelly.Oleg.Randolph@dtaa.com,MaterialsEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,9 - MaterialsEngineering,2009-12-01,2011-06-01
RJA0402,Rahim Jonah Acosta,Rahim.Jonah.Acosta@dtaa.com,AdministrativeAssistant,9 - SalesAndMarketing_Government,1 - MarketAnalysis,,2009-12-01,2011-06-01
ACJ0014,Alisa Cleo Jacobson,Alisa.Cleo.Jacobson@dtaa.com,Director,1 - Adminstration,1 - Personnel,,2009-12-01,2011-06-01
NCV0758,Nicholas Carlos Vega,Nicholas.Carlos.Vega@dtaa.com,SoftwareDeveloper,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,4 - WebSoftware,2009-12-01,2010-04-01
MCR3885,Marah Charissa Ross,Marah.Charissa.Ross@dtaa.com,Physicist,3 - ResearchAndEngineering_Government_Domestic,2 - Research,7 - Lab,2009-12-01,2011-06-01
RTD0762,Risa Tasha Douglas,Risa.Tasha.Douglas@dtaa.com,ComputerProgrammer,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,4 - WebSoftware,2009-12-01,2011-06-01
BCH1656,Benjamin Camden Hernandez,Benjamin.Camden.Hernandez@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,2 - RegionalSales,2009-12-01,2011-06-01
ALD3508,Aladdin Lane Dickson,Aladdin.Lane.Dickson@dtaa.com,Physicist,2 - ResearchAndEngineering_Commercial,2 - Research,6 - Lab,2009-12-01,2011-06-01
BHG0258,Brenden Hashim Graham,Brenden.Hashim.Graham@dtaa.com,MechanicalEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,2 - MechanicalEngineering,2009-12-01,2011-02-01
BCH1138,Bruce Curran Hubbard,Bruce.Curran.Hubbard@dtaa.com,MechanicalEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,7 - MechanicalEngineering,2009-12-01,2011-06-01
MTP2675,Moses Tobias Perez,Moses.Tobias.Perez@dtaa.com,Mathematician,4 - ResearchAndEngineering_Government_Foreign,2 - Research,4 - Lab,2009-12-01,2011-06-01
CTJ2794,Camilla Tara Jacobs,Camilla.Tara.Jacobs@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,8 - AssemblyDept,2009-12-01,2011-06-01
RCF2057,Rajah Carson Flynn,Rajah.Carson.Flynn@dtaa.com,SoftwareEngineer,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,8 - DesktopSoftware,2009-12-01,2011-06-01
IPS0385,Isadora Paula Sanchez,Isadora.Paula.Sanchez@dtaa.com,Salesman,8 - SalesAndMarketing_Commercial,2 - Sales,1 - RegionalSales,2009-12-01,2010-12-01
JRR0769,Judah Reed Ratliff,Judah.Reed.Ratliff@dtaa.com,TechnicalWriter,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,1 - Publications,2009-12-01,2011-06-01
CJS1932,Chaney Jarrod Sanders,Chaney.Jarrod.Sanders@dtaa.com,SoftwareEngineer,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,8 - DesktopSoftware,2009-12-01,2011-06-01
FYP1187,Forrest Yardley Potter,Forrest.Yardley.Potter@dtaa.com,TestEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,11 - TestAndEvalualtion,2009-12-01,2011-06-01
ETB0950,Elliott Timon Bartlett,Elliott.Timon.Bartlett@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,1 - RegionalSales,2009-12-01,2011-06-01
HJH2588,Hector Jonathan Hodges,Hector.Jonathan.Hodges@dtaa.com,MechanicalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,17 - MechanicalEngineering,2009-12-01,2011-06-01
